run_id,campaign_id,system_id,model,replicate,run_index,run_status,failure_stage,failure_category,failure_reason,started_at,finished_at,schema_valid,referential_valid,strict_deterministic,guard_aware_deterministic,requirement_coverage,behavioral_pass_rate,final_state_agreement,trace_agreement,rejected_event_agreement,missing_transitions,extra_transitions,tier
C2_core_ollama_behavioral__elevator__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,elevator,qwen2.5-coder:7b,4,104,passed,none,none,,2026-06-03T08:20:06+00:00,2026-06-03T08:20:11+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,elevator,qwen2.5-coder:7b,5,105,passed,none,none,,2026-06-03T08:20:11+00:00,2026-06-03T08:20:15+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__llama3.1_8b__r01,C2_core_ollama_behavioral,elevator,llama3.1:8b,1,106,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:20:15+00:00,2026-06-03T08:20:23+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__elevator__llama3.1_8b__r02,C2_core_ollama_behavioral,elevator,llama3.1:8b,2,107,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:20:23+00:00,2026-06-03T08:20:30+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__elevator__llama3.1_8b__r03,C2_core_ollama_behavioral,elevator,llama3.1:8b,3,108,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:20:30+00:00,2026-06-03T08:20:37+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__elevator__llama3.1_8b__r04,C2_core_ollama_behavioral,elevator,llama3.1:8b,4,109,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:20:37+00:00,2026-06-03T08:20:44+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__elevator__llama3.1_8b__r05,C2_core_ollama_behavioral,elevator,llama3.1:8b,5,110,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:20:44+00:00,2026-06-03T08:20:51+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__elevator__mistral-nemo_12b__r01,C2_core_ollama_behavioral,elevator,mistral-nemo:12b,1,111,passed,none,none,,2026-06-03T08:20:51+00:00,2026-06-03T08:20:58+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__mistral-nemo_12b__r02,C2_core_ollama_behavioral,elevator,mistral-nemo:12b,2,112,passed,none,none,,2026-06-03T08:20:58+00:00,2026-06-03T08:21:02+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__mistral-nemo_12b__r03,C2_core_ollama_behavioral,elevator,mistral-nemo:12b,3,113,passed,none,none,,2026-06-03T08:21:02+00:00,2026-06-03T08:21:06+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__mistral-nemo_12b__r04,C2_core_ollama_behavioral,elevator,mistral-nemo:12b,4,114,passed,none,none,,2026-06-03T08:21:06+00:00,2026-06-03T08:21:10+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__mistral-nemo_12b__r05,C2_core_ollama_behavioral,elevator,mistral-nemo:12b,5,115,passed,none,none,,2026-06-03T08:21:10+00:00,2026-06-03T08:21:14+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__gemma2_9b__r01,C2_core_ollama_behavioral,elevator,gemma2:9b,1,116,passed,none,none,,2026-06-03T08:21:14+00:00,2026-06-03T08:21:22+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__gemma2_9b__r02,C2_core_ollama_behavioral,elevator,gemma2:9b,2,117,passed,none,none,,2026-06-03T08:21:22+00:00,2026-06-03T08:21:30+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__gemma2_9b__r03,C2_core_ollama_behavioral,elevator,gemma2:9b,3,118,passed,none,none,,2026-06-03T08:21:30+00:00,2026-06-03T08:21:37+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__gemma2_9b__r04,C2_core_ollama_behavioral,elevator,gemma2:9b,4,119,passed,none,none,,2026-06-03T08:21:37+00:00,2026-06-03T08:21:45+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__elevator__gemma2_9b__r05,C2_core_ollama_behavioral,elevator,gemma2:9b,5,120,passed,none,none,,2026-06-03T08:21:45+00:00,2026-06-03T08:21:53+00:00,True,True,True,True,0.5,0.25,0.14285714285714285,0.0,1.0,4,4,core
C2_core_ollama_behavioral__hotel_booking__qwen2.5-coder_7b__r01,C2_core_ollama_behavioral,hotel_booking,qwen2.5-coder:7b,1,121,passed,none,none,,2026-06-03T08:21:53+00:00,2026-06-03T08:22:01+00:00,True,False,True,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__qwen2.5-coder_7b__r02,C2_core_ollama_behavioral,hotel_booking,qwen2.5-coder:7b,2,122,passed,none,none,,2026-06-03T08:22:01+00:00,2026-06-03T08:22:08+00:00,True,False,True,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,hotel_booking,qwen2.5-coder:7b,3,123,passed,none,none,,2026-06-03T08:22:08+00:00,2026-06-03T08:22:15+00:00,True,False,True,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,hotel_booking,qwen2.5-coder:7b,4,124,passed,none,none,,2026-06-03T08:22:15+00:00,2026-06-03T08:22:21+00:00,True,False,True,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,hotel_booking,qwen2.5-coder:7b,5,125,passed,none,none,,2026-06-03T08:22:21+00:00,2026-06-03T08:22:27+00:00,True,False,True,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__llama3.1_8b__r01,C2_core_ollama_behavioral,hotel_booking,llama3.1:8b,1,126,passed,none,none,,2026-06-03T08:22:27+00:00,2026-06-03T08:22:36+00:00,True,True,False,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__llama3.1_8b__r02,C2_core_ollama_behavioral,hotel_booking,llama3.1:8b,2,127,passed,none,none,,2026-06-03T08:22:36+00:00,2026-06-03T08:22:45+00:00,True,True,False,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__llama3.1_8b__r03,C2_core_ollama_behavioral,hotel_booking,llama3.1:8b,3,128,passed,none,none,,2026-06-03T08:22:45+00:00,2026-06-03T08:22:53+00:00,True,True,False,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__llama3.1_8b__r04,C2_core_ollama_behavioral,hotel_booking,llama3.1:8b,4,129,passed,none,none,,2026-06-03T08:22:53+00:00,2026-06-03T08:23:02+00:00,True,True,False,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__llama3.1_8b__r05,C2_core_ollama_behavioral,hotel_booking,llama3.1:8b,5,130,passed,none,none,,2026-06-03T08:23:02+00:00,2026-06-03T08:23:10+00:00,True,True,False,True,0.875,0.875,1.0,1.0,0.0,0,2,core
C2_core_ollama_behavioral__hotel_booking__mistral-nemo_12b__r01,C2_core_ollama_behavioral,hotel_booking,mistral-nemo:12b,1,131,passed,none,none,,2026-06-03T08:23:10+00:00,2026-06-03T08:23:17+00:00,True,True,True,True,0.625,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__hotel_booking__mistral-nemo_12b__r02,C2_core_ollama_behavioral,hotel_booking,mistral-nemo:12b,2,132,passed,none,none,,2026-06-03T08:23:17+00:00,2026-06-03T08:23:22+00:00,True,True,True,True,0.625,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__hotel_booking__mistral-nemo_12b__r03,C2_core_ollama_behavioral,hotel_booking,mistral-nemo:12b,3,133,passed,none,none,,2026-06-03T08:23:22+00:00,2026-06-03T08:23:27+00:00,True,True,True,True,0.625,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__hotel_booking__mistral-nemo_12b__r04,C2_core_ollama_behavioral,hotel_booking,mistral-nemo:12b,4,134,passed,none,none,,2026-06-03T08:23:27+00:00,2026-06-03T08:23:31+00:00,True,True,True,True,0.625,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__hotel_booking__mistral-nemo_12b__r05,C2_core_ollama_behavioral,hotel_booking,mistral-nemo:12b,5,135,passed,none,none,,2026-06-03T08:23:31+00:00,2026-06-03T08:23:36+00:00,True,True,True,True,0.625,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__hotel_booking__gemma2_9b__r01,C2_core_ollama_behavioral,hotel_booking,gemma2:9b,1,136,passed,none,none,,2026-06-03T08:23:36+00:00,2026-06-03T08:23:48+00:00,True,False,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__hotel_booking__gemma2_9b__r02,C2_core_ollama_behavioral,hotel_booking,gemma2:9b,2,137,passed,none,none,,2026-06-03T08:23:48+00:00,2026-06-03T08:23:59+00:00,True,False,True,True,0.75,0.25,0.14285714285714285,0.0,1.0,5,6,core
C2_core_ollama_behavioral__hotel_booking__gemma2_9b__r03,C2_core_ollama_behavioral,hotel_booking,gemma2:9b,3,138,passed,none,none,,2026-06-03T08:23:59+00:00,2026-06-03T08:24:09+00:00,True,False,True,True,0.75,0.25,0.14285714285714285,0.0,1.0,5,6,core
C2_core_ollama_behavioral__hotel_booking__gemma2_9b__r04,C2_core_ollama_behavioral,hotel_booking,gemma2:9b,4,139,passed,none,none,,2026-06-03T08:24:09+00:00,2026-06-03T08:24:20+00:00,True,False,True,True,0.75,0.25,0.14285714285714285,0.0,1.0,5,6,core
C2_core_ollama_behavioral__hotel_booking__gemma2_9b__r05,C2_core_ollama_behavioral,hotel_booking,gemma2:9b,5,140,passed,none,none,,2026-06-03T08:24:20+00:00,2026-06-03T08:24:31+00:00,True,False,True,True,0.75,0.25,0.14285714285714285,0.0,1.0,5,6,core
C2_core_ollama_behavioral__train_ticket_booking__qwen2.5-coder_7b__r01,C2_core_ollama_behavioral,train_ticket_booking,qwen2.5-coder:7b,1,141,passed,none,none,,2026-06-03T08:24:31+00:00,2026-06-03T08:24:39+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__qwen2.5-coder_7b__r02,C2_core_ollama_behavioral,train_ticket_booking,qwen2.5-coder:7b,2,142,passed,none,none,,2026-06-03T08:24:39+00:00,2026-06-03T08:24:46+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,train_ticket_booking,qwen2.5-coder:7b,3,143,passed,none,none,,2026-06-03T08:24:46+00:00,2026-06-03T08:24:53+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,train_ticket_booking,qwen2.5-coder:7b,4,144,passed,none,none,,2026-06-03T08:24:53+00:00,2026-06-03T08:24:59+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,train_ticket_booking,qwen2.5-coder:7b,5,145,passed,none,none,,2026-06-03T08:24:59+00:00,2026-06-03T08:25:06+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__llama3.1_8b__r01,C2_core_ollama_behavioral,train_ticket_booking,llama3.1:8b,1,146,passed,none,none,,2026-06-03T08:25:06+00:00,2026-06-03T08:25:14+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,8,core
C2_core_ollama_behavioral__train_ticket_booking__llama3.1_8b__r02,C2_core_ollama_behavioral,train_ticket_booking,llama3.1:8b,2,147,passed,none,none,,2026-06-03T08:25:14+00:00,2026-06-03T08:25:22+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,8,core
C2_core_ollama_behavioral__train_ticket_booking__llama3.1_8b__r03,C2_core_ollama_behavioral,train_ticket_booking,llama3.1:8b,3,148,passed,none,none,,2026-06-03T08:25:22+00:00,2026-06-03T08:25:29+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,8,core
C2_core_ollama_behavioral__train_ticket_booking__llama3.1_8b__r04,C2_core_ollama_behavioral,train_ticket_booking,llama3.1:8b,4,149,passed,none,none,,2026-06-03T08:25:29+00:00,2026-06-03T08:25:36+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,8,core
C2_core_ollama_behavioral__train_ticket_booking__llama3.1_8b__r05,C2_core_ollama_behavioral,train_ticket_booking,llama3.1:8b,5,150,passed,none,none,,2026-06-03T08:25:36+00:00,2026-06-03T08:25:43+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,8,core
C2_core_ollama_behavioral__train_ticket_booking__mistral-nemo_12b__r01,C2_core_ollama_behavioral,train_ticket_booking,mistral-nemo:12b,1,151,passed,none,none,,2026-06-03T08:25:43+00:00,2026-06-03T08:25:52+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__mistral-nemo_12b__r02,C2_core_ollama_behavioral,train_ticket_booking,mistral-nemo:12b,2,152,passed,none,none,,2026-06-03T08:25:52+00:00,2026-06-03T08:26:00+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__mistral-nemo_12b__r03,C2_core_ollama_behavioral,train_ticket_booking,mistral-nemo:12b,3,153,passed,none,none,,2026-06-03T08:26:00+00:00,2026-06-03T08:26:07+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__mistral-nemo_12b__r04,C2_core_ollama_behavioral,train_ticket_booking,mistral-nemo:12b,4,154,passed,none,none,,2026-06-03T08:26:07+00:00,2026-06-03T08:26:14+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__mistral-nemo_12b__r05,C2_core_ollama_behavioral,train_ticket_booking,mistral-nemo:12b,5,155,passed,none,none,,2026-06-03T08:26:14+00:00,2026-06-03T08:26:22+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__train_ticket_booking__gemma2_9b__r01,C2_core_ollama_behavioral,train_ticket_booking,gemma2:9b,1,156,passed,none,none,,2026-06-03T08:26:22+00:00,2026-06-03T08:26:33+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__train_ticket_booking__gemma2_9b__r02,C2_core_ollama_behavioral,train_ticket_booking,gemma2:9b,2,157,passed,none,none,,2026-06-03T08:26:33+00:00,2026-06-03T08:26:43+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__train_ticket_booking__gemma2_9b__r03,C2_core_ollama_behavioral,train_ticket_booking,gemma2:9b,3,158,passed,none,none,,2026-06-03T08:26:43+00:00,2026-06-03T08:26:53+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__train_ticket_booking__gemma2_9b__r04,C2_core_ollama_behavioral,train_ticket_booking,gemma2:9b,4,159,passed,none,none,,2026-06-03T08:26:53+00:00,2026-06-03T08:27:02+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__train_ticket_booking__gemma2_9b__r05,C2_core_ollama_behavioral,train_ticket_booking,gemma2:9b,5,160,passed,none,none,,2026-06-03T08:27:02+00:00,2026-06-03T08:27:12+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__package_locker__qwen2.5-coder_7b__r01,C2_core_ollama_behavioral,package_locker,qwen2.5-coder:7b,1,161,passed,none,none,,2026-06-03T08:27:12+00:00,2026-06-03T08:27:17+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__qwen2.5-coder_7b__r02,C2_core_ollama_behavioral,package_locker,qwen2.5-coder:7b,2,162,passed,none,none,,2026-06-03T08:27:17+00:00,2026-06-03T08:27:22+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,package_locker,qwen2.5-coder:7b,3,163,passed,none,none,,2026-06-03T08:27:22+00:00,2026-06-03T08:27:26+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,package_locker,qwen2.5-coder:7b,4,164,passed,none,none,,2026-06-03T08:27:26+00:00,2026-06-03T08:27:30+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,package_locker,qwen2.5-coder:7b,5,165,passed,none,none,,2026-06-03T08:27:30+00:00,2026-06-03T08:27:34+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__llama3.1_8b__r01,C2_core_ollama_behavioral,package_locker,llama3.1:8b,1,166,passed,none,none,,2026-06-03T08:27:34+00:00,2026-06-03T08:27:42+00:00,True,True,True,True,0.875,0.7058823529411765,0.6153846153846154,0.5,1.0,1,4,core
C2_core_ollama_behavioral__package_locker__llama3.1_8b__r02,C2_core_ollama_behavioral,package_locker,llama3.1:8b,2,167,passed,none,none,,2026-06-03T08:27:42+00:00,2026-06-03T08:27:49+00:00,True,True,True,True,0.875,0.7058823529411765,0.6153846153846154,0.5,1.0,1,4,core
C2_core_ollama_behavioral__package_locker__llama3.1_8b__r03,C2_core_ollama_behavioral,package_locker,llama3.1:8b,3,168,passed,none,none,,2026-06-03T08:27:49+00:00,2026-06-03T08:27:55+00:00,True,True,True,True,0.875,0.7058823529411765,0.6153846153846154,0.5,1.0,1,4,core
C2_core_ollama_behavioral__package_locker__llama3.1_8b__r04,C2_core_ollama_behavioral,package_locker,llama3.1:8b,4,169,passed,none,none,,2026-06-03T08:27:55+00:00,2026-06-03T08:28:02+00:00,True,True,True,True,0.875,0.7058823529411765,0.6153846153846154,0.5,1.0,1,4,core
C2_core_ollama_behavioral__package_locker__llama3.1_8b__r05,C2_core_ollama_behavioral,package_locker,llama3.1:8b,5,170,passed,none,none,,2026-06-03T08:28:02+00:00,2026-06-03T08:28:09+00:00,True,True,True,True,0.875,0.7058823529411765,0.6153846153846154,0.5,1.0,1,4,core
C2_core_ollama_behavioral__package_locker__mistral-nemo_12b__r01,C2_core_ollama_behavioral,package_locker,mistral-nemo:12b,1,171,passed,none,none,,2026-06-03T08:28:09+00:00,2026-06-03T08:28:18+00:00,True,True,False,False,0.875,0.35294117647058826,0.15384615384615385,0.0,1.0,4,7,core
C2_core_ollama_behavioral__package_locker__mistral-nemo_12b__r02,C2_core_ollama_behavioral,package_locker,mistral-nemo:12b,2,172,passed,none,none,,2026-06-03T08:28:18+00:00,2026-06-03T08:28:24+00:00,True,True,False,False,0.875,0.35294117647058826,0.15384615384615385,0.0,1.0,4,7,core
C2_core_ollama_behavioral__package_locker__mistral-nemo_12b__r03,C2_core_ollama_behavioral,package_locker,mistral-nemo:12b,3,173,passed,none,none,,2026-06-03T08:28:24+00:00,2026-06-03T08:28:31+00:00,True,True,False,False,0.875,0.35294117647058826,0.15384615384615385,0.0,1.0,4,7,core
C2_core_ollama_behavioral__package_locker__mistral-nemo_12b__r04,C2_core_ollama_behavioral,package_locker,mistral-nemo:12b,4,174,passed,none,none,,2026-06-03T08:28:31+00:00,2026-06-03T08:28:37+00:00,True,True,False,False,0.875,0.35294117647058826,0.15384615384615385,0.0,1.0,4,7,core
C2_core_ollama_behavioral__package_locker__mistral-nemo_12b__r05,C2_core_ollama_behavioral,package_locker,mistral-nemo:12b,5,175,passed,none,none,,2026-06-03T08:28:37+00:00,2026-06-03T08:28:44+00:00,True,True,False,False,0.875,0.35294117647058826,0.15384615384615385,0.0,1.0,4,7,core
C2_core_ollama_behavioral__package_locker__gemma2_9b__r01,C2_core_ollama_behavioral,package_locker,gemma2:9b,1,176,passed,none,none,,2026-06-03T08:28:44+00:00,2026-06-03T08:28:53+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__gemma2_9b__r02,C2_core_ollama_behavioral,package_locker,gemma2:9b,2,177,passed,none,none,,2026-06-03T08:28:53+00:00,2026-06-03T08:29:02+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__gemma2_9b__r03,C2_core_ollama_behavioral,package_locker,gemma2:9b,3,178,passed,none,none,,2026-06-03T08:29:02+00:00,2026-06-03T08:29:10+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__gemma2_9b__r04,C2_core_ollama_behavioral,package_locker,gemma2:9b,4,179,passed,none,none,,2026-06-03T08:29:10+00:00,2026-06-03T08:29:19+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
C2_core_ollama_behavioral__package_locker__gemma2_9b__r05,C2_core_ollama_behavioral,package_locker,gemma2:9b,5,180,passed,none,none,,2026-06-03T08:29:19+00:00,2026-06-03T08:29:28+00:00,True,True,True,True,0.5,0.35294117647058826,0.15384615384615385,0.0,1.0,4,4,core
