behavioral_pass_rate,run_count,proportion_scored
0.1666666666666666,5,0.023923444976076555
0.25,60,0.28708133971291866
0.2941176470588235,15,0.07177033492822966
0.3125,14,0.06698564593301436
0.3529411764705882,15,0.07177033492822966
0.5,45,0.215311004784689
0.6666666666666666,5,0.023923444976076555
0.7058823529411765,5,0.023923444976076555
0.7647058823529411,5,0.023923444976076555
0.875,10,0.04784688995215311
1.0,30,0.14354066985645933
