predictor_set,predictor_label,seed,auc_pooled,auc_within_groups,auc_cross_groups,n_within_pairs,n_cross_pairs,n_total_pairs,share_within_pairs,share_cross_pairs
B_basic_structural,Family B graph tallies,90,0.9849162011173185,0.8066666666666666,0.9900383141762452,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,91,0.9745810055865922,0.7166666666666667,0.981992337164751,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,92,0.9814711359404097,0.72,0.9889846743295019,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,93,0.9859404096834264,0.7833333333333333,0.9917624521072796,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,94,0.9823091247672253,0.76,0.9886973180076628,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,95,0.9852886405959032,0.7666666666666667,0.9915708812260536,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,96,0.9793296089385475,0.79,0.9847701149425288,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,97,0.9860335195530726,0.75,0.992816091954023,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,98,0.9786778398510242,0.7133333333333334,0.9863026819923372,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,99,0.9830540037243948,0.7166666666666667,0.9907088122605364,150,5220,5370,0.027932960893854747,0.9720670391061452
B_basic_structural,Family B graph tallies,mean_oof,0.9806331471135941,0.6666666666666666,0.9896551724137931,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,0,0.9534450651769089,0.21333333333333335,0.9747126436781609,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,1,0.955586592178771,0.21,0.9770114942528736,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,2,0.9598696461824954,0.27,0.9796934865900383,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,3,0.9556797020484172,0.22,0.9768199233716475,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,4,0.959683426443203,0.27666666666666667,0.9793103448275862,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,5,0.9542830540037245,0.18333333333333332,0.9764367816091954,150,5220,5370,0.027932960893854747,0.9720670391061452
prevalence_only,prevalence-only baseline,6,0.9602420856610802,0.31,0.9789272030651341,150,5220,5370,0.027932960893854747,0.9720670391061452
