predictor_set,predictor_label,n_seeds,auc_pooled_mean,auc_pooled_p025,auc_pooled_p975,auc_within_groups_mean,auc_within_groups_p025,auc_within_groups_p975,auc_cross_groups_mean,auc_cross_groups_p025,auc_cross_groups_p975,share_within_pairs_mean,share_within_pairs_p025,share_within_pairs_p975,share_cross_pairs_mean,share_cross_pairs_p025,share_cross_pairs_p975,n_within_pairs,n_cross_pairs
B_basic_structural,Family B graph tallies,100,0.98069739292365,0.9758356610800745,0.9854795158286778,0.7513000000000001,0.6982499999999999,0.7968333333333333,0.9872892720306514,0.9826580459770115,0.9914343869731801,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.9720670391061453,0.9720670391061452,0.9720670391061452,150,5220
prevalence_only,prevalence-only baseline,100,0.9579776536312851,0.9505400372439479,0.9639501862197393,0.25920000000000004,0.12966666666666665,0.3684166666666666,0.9780574712643677,0.9742289272030651,0.9813266283524904,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.9720670391061453,0.9720670391061452,0.9720670391061452,150,5220
