n_groups,group_size,global_prevalence,prevalence_heterogeneity,within_signal,n_replicates,ndc_mean,ndc_sd,n_groups_mean,n_groups_sd,p_dual_class_group_mean,p_dual_class_group_sd,structural_auc_pooled_mean,structural_auc_pooled_sd,structural_auc_within_mean,structural_auc_within_sd,structural_auc_cross_mean,structural_auc_cross_sd,prevalence_auc_pooled_mean,prevalence_auc_pooled_sd,prevalence_auc_within_mean,prevalence_auc_within_sd,prevalence_auc_cross_mean,prevalence_auc_cross_sd,n_within_pairs_mean,n_within_pairs_sd,n_cross_pairs_mean,n_cross_pairs_sd,share_within_pairs_mean,share_within_pairs_sd
4,8,0.1,2.0,1.0,100,2.41,1.0059921480907303,4.0,0.0,0.6025,0.2514980370226826,0.8694615881373141,0.0953231325445898,0.7714626198216304,0.14099596349946666,0.8868267026681824,0.0991247703016068,0.7667538585311551,0.13836531206127659,0.5,0.0,0.8195058689842145,0.15799860265860619,27.82,12.405098332801101,132.12,57.30642074485073,0.18134812723911964,0.04607548598335023
4,8,0.1,2.0,2.0,100,2.93,0.912926253009707,4.0,0.0,0.7325,0.22823156325242674,0.9064358522482224,0.07335325793324089,0.8676864671147103,0.10125689284382618,0.9150570427019561,0.07092572839435832,0.716550570326975,0.14004905935902676,0.5,0.0,0.7654425078399512,0.16814777879473977,34.14,12.719205235319611,141.4,50.73798807938126,0.1981498904714121,0.03663783863190737
4,8,0.15,0.0,0.0,100,2.97,0.9261083995282452,4.0,0.0,0.7425,0.2315270998820613,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,28.99,10.03377629144016,99.24,33.780970077751455,0.22624413260308598,0.017010920653053253
4,8,0.15,0.0,0.5,100,2.87,0.9603766096293851,4.0,0.0,0.7175,0.24009415240734627,0.6486731166434496,0.15394113778129717,0.6587509883315711,0.17596826136880575,0.6460962750326551,0.15477881558861467,0.5,0.0,0.5,0.0,0.5,0.0,29.09,11.824555002624876,101.02,40.16883057166277,0.22395767602471003,0.018092838724911263
4,8,0.15,0.0,1.0,100,3.19,0.7204796382208931,4.0,0.0,0.7975,0.18011990955522328,0.7285910730691707,0.1310960889603577,0.7337960354379518,0.1448854985345037,0.7273646996715688,0.13203561021105467,0.5,0.0,0.5,0.0,0.5,0.0,33.22,9.746877251797939,115.6,33.107111140672004,0.22373425371611688,0.017684282933471372
4,8,0.15,0.0,2.0,100,3.56,0.6247423711443224,4.0,0.0,0.89,0.1561855927860806,0.8615729157286188,0.08219336580466326,0.8617901270006046,0.098964352185599,0.8612917555119498,0.08183425702595092,0.5,0.0,0.5,0.0,0.5,0.0,41.46,9.74360188933116,141.9,29.143150693142847,0.22542271734449595,0.018416677778024394
4,8,0.15,0.5,0.0,100,2.92,0.9176165876989157,4.0,0.0,0.73,0.22940414692472894,0.5868367458725853,0.16009233411180693,0.5,0.0,0.6092920230994363,0.20216808293028707,0.5868367458725853,0.16009233411180693,0.5,0.0,0.6092920230994363,0.20216808293028707,31.25,10.856618332434904,110.26,36.51224230835239,0.22078367938487153,0.01898808840860062
4,8,0.15,0.5,0.5,100,3.16,0.8494799359703333,4.0,0.0,0.79,0.21236998399258333,0.6866710155961187,0.13000296883648407,0.6554103305382846,0.15876812884785527,0.6950764136218339,0.1382243572692819,0.5941674969484255,0.12054100490608052,0.5,0.0,0.6202317162342965,0.15411877931375043,32.52,10.422857554239126,112.86,36.45088573281959,0.2242522948312789,0.015621287941720935
4,8,0.15,0.5,1.0,100,3.17,0.7661394761854378,4.0,0.0,0.7925,0.19153486904635944,0.7592009201229621,0.12683572493912623,0.737031918092328,0.13031080671299874,0.7644391048359758,0.13257167993348176,0.5987064438143005,0.14758724430070577,0.5,0.0,0.6241334877216019,0.18627157484105292,33.53,10.034742677620617,119.88,36.84400092335798,0.2199474909140323,0.020150531169599153
4,8,0.15,0.5,2.0,100,3.59,0.6210938542262158,4.0,0.0,0.8975,0.15527346355655394,0.8794928209224276,0.06910605427419293,0.8764491327376198,0.08538613873723236,0.880156303934613,0.06912976996434769,0.585858688790203,0.10842551195468855,0.5,0.0,0.6094663687222222,0.13712919181400612,42.6,10.136442904070183,146.92,33.9499572306004,0.22494082056925152,0.017820218091657354
4,8,0.15,1.0,0.0,100,2.62,0.9296463974234634,4.0,0.0,0.655,0.23241159935586586,0.6736429301270863,0.16844726025881357,0.5,0.0,0.7154328564888861,0.2090491343934023,0.6736429301270863,0.16844726025881357,0.5,0.0,0.7154328564888861,0.2090491343934023,28.56,11.087639855972846,112.54,45.99855509368822,0.2064130871137279,0.028827377980638034
4,8,0.15,1.0,0.5,100,2.88,0.8908060134144549,4.0,0.0,0.72,0.22270150335361372,0.7423666067952629,0.10580860893365127,0.6434932222242915,0.17265187783016672,0.7656602536933466,0.1189558313788277,0.6765891506837302,0.13194120986684707,0.5,0.0,0.71908754414325,0.16036838717696034,30.94,11.450217235820233,121.82,47.698628826405404,0.20775132532475443,0.03602108954367396
4,8,0.15,1.0,1.0,100,2.99,0.7316095442601369,4.0,0.0,0.7475,0.18290238606503423,0.8033299682581669,0.11813302704887202,0.7500930884117196,0.13146104466833922,0.8159666794913195,0.12488153940802718,0.6728149642598095,0.1295810984020121,0.5,0.0,0.7148532757993871,0.1575296272709791,33.54,11.715844404096963,127.08,42.54473106524639,0.21124002401258593,0.03159886775418733
4,8,0.15,1.0,2.0,100,3.51,0.6589707309451796,4.0,0.0,0.8775,0.1647426827362949,0.889173897070242,0.0668431087974826,0.8795932548410679,0.09045299003332559,0.8912906627017508,0.0651416954682609,0.6223793779520087,0.13294161764046503,0.5,0.0,0.6526016596881528,0.164246699431413,42.25,9.950762622416272,155.62,32.957511674238624,0.21395703857527718,0.025055435452875984
4,8,0.15,2.0,0.0,100,2.52,1.0775955276503895,4.0,0.0,0.63,0.26939888191259737,0.7959923540990658,0.12709865370734452,0.5,0.0,0.8486225522446604,0.1360048714126494,0.7959923540990658,0.12709865370734452,0.5,0.0,0.8486225522446604,0.1360048714126494,27.77,14.0265657042109,148.68,63.51407702075171,0.16711002539182507,0.060441521169874245
4,8,0.15,2.0,0.5,100,2.5,0.9045340337332909,4.0,0.0,0.625,0.22613350843332272,0.8333432074963827,0.10563157924276795,0.6529592596213657,0.18800078977826695,0.8628969567912823,0.11031904122497008,0.7945207201512394,0.11597165090230073,0.5,0.0,0.8481504908786534,0.12695757606753633,28.56,11.97077248716197,153.82,59.711829868650206,0.1660360794273728,0.05222461391623845
4,8,0.15,2.0,1.0,100,2.61,0.962897563176747,4.0,0.0,0.6525,0.24072439079418675,0.8565177691868878,0.10388914621935552,0.7418237880657511,0.14342697869114263,0.8770634735547839,0.10905371821756925,0.778866604997765,0.12336827629321918,0.5,0.0,0.8345485314327304,0.14220203734907058,29.28,12.440630728757,145.46,61.82402854109804,0.1774824653921409,0.047973572069383186
4,8,0.15,2.0,2.0,100,3.24,0.7669959767057636,4.0,0.0,0.81,0.1917489941764409,0.904129014967907,0.06383300467035138,0.8705387989591858,0.08734360448741085,0.9106121681954759,0.06319831280133889,0.7165157354529343,0.11059449691288091,0.5,0.0,0.7634905660800354,0.1264966964510583,39.31,10.46851460235873,167.96,38.5316136766325,0.1914828300732146,0.03575007024182515
4,8,0.2,0.0,0.0,100,3.38,0.7075352009660443,4.0,0.0,0.845,0.17688380024151107,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,35.94,9.659683998428466,123.48,32.30988840724908,0.22579004837148112,0.01909006910537125
4,8,0.2,0.0,0.5,100,3.42,0.7272474743090476,4.0,0.0,0.855,0.1818118685772619,0.6563272927022527,0.12157246117081529,0.6554268711901698,0.1376623491423041,0.656494060728949,0.12159423556512276,0.5,0.0,0.5,0.0,0.5,0.0,38.59,10.051478608753154,133.24,32.307587375416965,0.22434344799498965,0.021013047614102914
4,8,0.2,0.0,1.0,100,3.41,0.6830561152391922,4.0,0.0,0.8525,0.17076402880979805,0.7409540961331027,0.10374882914783906,0.7341269015034767,0.1296075500356871,0.7424850003452826,0.10458113904448388,0.5,0.0,0.5,0.0,0.5,0.0,39.69,10.981798531656779,139.34,34.36354069785198,0.2214349522175618,0.02218462706971343
4,8,0.2,0.0,2.0,100,3.84,0.3684529491774707,4.0,0.0,0.96,0.09211323729436767,0.8581707155705073,0.07475678922273635,0.8611485222308363,0.07948556078795477,0.8573412371699703,0.07704039802839387,0.5,0.0,0.5,0.0,0.5,0.0,48.25,7.762087348130012,163.84,24.388571590858376,0.2276610300296875,0.016627148770821134
4,8,0.2,0.5,0.0,100,3.16,0.8005048911831086,4.0,0.0,0.79,0.20012622279577716,0.6202821923511073,0.13843234545289632,0.5,0.0,0.6511162014829474,0.17006019490137342,0.6202821923511073,0.13843234545289632,0.5,0.0,0.6511162014829474,0.17006019490137342,35.42,11.809241373525305,128.7,40.42339056846302,0.2167499734684785,0.02711458493544185
4,8,0.2,0.5,0.5,100,3.33,0.7661394761854378,4.0,0.0,0.8325,0.19153486904635944,0.6715442032537863,0.12235810604922358,0.6251872589388237,0.14712923347647242,0.6829076368948561,0.1340670496646196,0.6122866827228969,0.13528451210980982,0.5,0.0,0.6412283820427358,0.1679683471400473,36.96,10.30829811855527,135.4,37.24611023009956,0.21564663704707418,0.025141312383570293
4,8,0.2,0.5,1.0,100,3.43,0.7420283421851624,4.0,0.0,0.8575,0.1855070855462906,0.7766554143313297,0.10058287812182354,0.759990217242645,0.12324585707365117,0.7801976353204404,0.10151185945803605,0.5873125378242313,0.13026736365054828,0.5,0.0,0.6098727726935299,0.16323578271951536,39.07,11.392231093729151,137.74,40.347635831256795,0.22213405933776323,0.022386225184387182
4,8,0.2,0.5,2.0,100,3.73,0.5478147589295218,4.0,0.0,0.9325,0.13695368973238045,0.861110976166436,0.06884373111600602,0.8513505956322444,0.0810481397910885,0.8632289652461487,0.06970511307035168,0.5810617688619913,0.12217114720218626,0.5,0.0,0.6018430415816167,0.1519746102011339,45.61,9.323474229983784,162.94,29.76331549903252,0.2190882355803464,0.025202186188358365
4,8,0.2,1.0,0.0,100,2.97,0.9476712552783312,4.0,0.0,0.7425,0.2369178138195828,0.6792598589594658,0.1309176909217448,0.5,0.0,0.7228498135683762,0.15939641953945527,0.6792598589594658,0.1309176909217448,0.5,0.0,0.7228498135683762,0.15939641953945527,33.2,12.57623219257724,127.94,46.78379672882093,0.20837142787837895,0.03015034103191116
4,8,0.2,1.0,0.5,100,3.19,0.7479939501726933,4.0,0.0,0.7975,0.18699848754317333,0.7319787183877992,0.1248106799474868,0.6330592468467706,0.16868212590259252,0.7550887463391669,0.13038070144431085,0.6860040936430596,0.11398709890731039,0.5,0.0,0.7312458238489061,0.13668741937259676,36.28,10.175311773944308,141.1,39.792771284049145,0.20697215486075998,0.02944611965330479
4,8,0.2,1.0,1.0,100,3.29,0.6711214796175432,4.0,0.0,0.8225,0.1677803699043858,0.7974350007951628,0.10228933708398741,0.7523533027340981,0.13224860695269328,0.8071703406756818,0.10457967059946773,0.6638228699607974,0.12857064200025325,0.5,0.0,0.7029595319356858,0.15598165191753455,39.48,9.595327145559084,154.78,35.579922837056706,0.2049830976411137,0.02901980796462763
4,8,0.2,1.0,2.0,100,3.48,0.5942485280851044,4.0,0.0,0.87,0.1485621320212761,0.8764928403629588,0.06101877730873475,0.8588074183284504,0.07596693836971762,0.8807056442988319,0.061533798836357435,0.6378308107514074,0.1292842736089785,0.5,0.0,0.6709842589784878,0.158911430987692,43.33,9.067708273501818,163.86,31.103937845471425,0.20986606380266784,0.02579505362365504
4,8,0.2,2.0,0.0,100,2.5,0.9587449708822046,4.0,0.0,0.625,0.23968624272055114,0.8103460898589802,0.10170668272467184,0.5,0.0,0.865380999763056,0.10501456430677504,0.8103460898589802,0.10170668272467184,0.5,0.0,0.865380999763056,0.10501456430677504,28.45,11.954775893619532,158.94,60.115347037964845,0.16118374864366403,0.05441318471045498
4,8,0.2,2.0,0.5,100,2.68,0.9627401969735588,4.0,0.0,0.67,0.2406850492433897,0.8209823677226658,0.11294512992930845,0.6571490661560772,0.16546227643723913,0.8478217844931016,0.11697219813845183,0.7828214141929787,0.12990671829625813,0.5,0.0,0.8324384456696907,0.1416073604044288,30.14,12.924036020945898,162.36,55.47180920216697,0.1645137265080665,0.05814658060728254
4,8,0.2,2.0,1.0,100,2.76,0.8659670836117214,4.0,0.0,0.69,0.21649177090293034,0.8568718791750227,0.09157980943517328,0.7316477635840731,0.1411443040171362,0.8816247473787004,0.08874947044144181,0.7926770657243154,0.09895502104858629,0.5,0.0,0.8485472482472525,0.10570464389742312,32.42,11.558529143433256,163.7,46.939785197031256,0.1698484042976495,0.047931470608423135
4,8,0.2,2.0,2.0,100,3.15,0.7961396760860395,4.0,0.0,0.7875,0.19903491902150988,0.8938990192975956,0.08868764939332449,0.8587645452974526,0.1169600595254676,0.9004344922425536,0.08824686097961748,0.7269144828323519,0.14266349865613556,0.5,0.0,0.7727265745984613,0.16627893103609936,37.21,12.05818804754259,168.06,48.123960306229534,0.1855407458520229,0.043634515497515666
4,16,0.05,0.0,0.0,100,2.25,0.9987365756167877,4.0,0.0,0.5625,0.24968414390419694,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,44.88,22.04049532890389,143.62,71.41439461044081,0.23843208191245616,0.00746917918042664
4,16,0.05,0.0,0.5,100,2.43,0.9455370981830401,4.0,0.0,0.6075,0.23638427454576003,0.6175068048519079,0.16908849512773513,0.6166904622796204,0.18056949502795572,0.6176630668379253,0.1700452875627769,0.5,0.0,0.5,0.0,0.5,0.0,49.59,25.150494502839774,158.06,81.14506526068986,0.2392035682675972,0.006893132905942786
4,16,0.05,0.0,1.0,100,2.97,0.892788164723697,4.0,0.0,0.7425,0.22319704118092426,0.741764995291148,0.1333179712285481,0.7440196211281384,0.1399397517505497,0.7410712776975658,0.1330255779862841,0.5,0.0,0.5,0.0,0.5,0.0,70.09,25.638156144798142,223.72,80.87602184263831,0.23837459165767239,0.008746509316726879
4,16,0.05,0.0,2.0,100,3.59,0.6528105515091007,4.0,0.0,0.8975,0.16320263787727518,0.8846449048129493,0.06174086532986512,0.8850604990851262,0.06561687512336184,0.8844484531003455,0.06214348651217393,0.5,0.0,0.5,0.0,0.5,0.0,112.9,30.947495451933985,361.76,94.74869685412858,0.2373732357775025,0.009695321311519478
4,16,0.05,0.5,0.0,100,2.12,1.0471703092456626,4.0,0.0,0.53,0.26179257731141564,0.5980185031657309,0.186319044169234,0.5,0.0,0.6271307942658139,0.2426813611736682,0.5980185031657309,0.186319044169234,0.5,0.0,0.6271307942658139,0.2426813611736682,47.57,28.176663099706175,155.38,93.19023445608343,0.2352567764632781,0.009095086449467247
4,16,0.05,0.5,0.5,100,2.4,1.0730867399773196,4.0,0.0,0.6,0.2682716849943299,0.6585622184868515,0.17017897165309379,0.6120256713290791,0.19188838590220467,0.6726515275413284,0.18053073487738253,0.589602542551223,0.16554382489023903,0.5,0.0,0.6169612841603795,0.21587436311317024,49.94,25.806905347917322,159.32,81.02685425901163,0.23803893488698816,0.008229242585496701
4,16,0.05,0.5,1.0,100,2.77,0.9195409482755814,4.0,0.0,0.6925,0.22988523706889535,0.7641951054331364,0.1308834855409866,0.741285411479412,0.14050324486313343,0.7708862413594733,0.13308029179242953,0.5907546300527977,0.14716796579991778,0.5,0.0,0.6176393106893279,0.1910829073676198,68.63,29.18788146204558,223.64,96.29599989594374,0.23559402034025978,0.009777516408260495
4,16,0.05,0.5,2.0,100,3.58,0.6384957068585252,4.0,0.0,0.895,0.1596239267146313,0.8827720326777527,0.058552902846769346,0.8776730028908717,0.059446526237594784,0.8842503662129663,0.06047754449003421,0.5740856316772976,0.10987065820226358,0.5,0.0,0.5963128539715377,0.14131664591559567,116.26,30.894940908462242,377.76,100.02394864746293,0.23548865831642107,0.01227527260524805
4,16,0.05,1.0,0.0,100,2.15,1.0087996667707457,4.0,0.0,0.5375,0.25219991669268643,0.7009131443460492,0.15016783587398982,0.5,0.0,0.7585073285641901,0.19216868022871525,0.7009131443460492,0.15016783587398982,0.5,0.0,0.7585073285641901,0.19216868022871525,56.09,32.347886446810676,194.3,120.50344728712454,0.2289751092143965,0.018265133684866375
