n_groups,group_size,global_prevalence,prevalence_heterogeneity,within_signal,n_replicates,ndc_mean,ndc_sd,n_groups_mean,n_groups_sd,p_dual_class_group_mean,p_dual_class_group_sd,structural_auc_pooled_mean,structural_auc_pooled_sd,structural_auc_within_mean,structural_auc_within_sd,structural_auc_cross_mean,structural_auc_cross_sd,prevalence_auc_pooled_mean,prevalence_auc_pooled_sd,prevalence_auc_within_mean,prevalence_auc_within_sd,prevalence_auc_cross_mean,prevalence_auc_cross_sd,n_within_pairs_mean,n_within_pairs_sd,n_cross_pairs_mean,n_cross_pairs_sd,share_within_pairs_mean,share_within_pairs_sd
4,16,0.05,1.0,0.5,100,2.54,1.048519880304584,4.0,0.0,0.635,0.262129970076146,0.7097157182636291,0.15054131218764077,0.6108680969771073,0.15545354078121487,0.7364803860638885,0.16878723354739392,0.6756282908818372,0.14647517187583955,0.5,0.0,0.7248277826557115,0.18617484618688174,69.24,33.495701518284704,237.84,119.2016134390162,0.22840118894698155,0.018419910900580507
4,16,0.05,1.0,1.0,100,2.57,0.9666666666666667,4.0,0.0,0.6425,0.24166666666666667,0.8292719659192432,0.09885809095673138,0.7777771818518219,0.12337720596384796,0.8436731475246303,0.10369026103685246,0.6927722002237837,0.12797909532391416,0.5,0.0,0.7476956603539476,0.16364881895954403,79.75,38.00621294238907,275.64,135.16570600861775,0.2266147390902926,0.014771907129748092
4,16,0.05,1.0,2.0,100,3.45,0.6871842709362769,4.0,0.0,0.8625,0.17179606773406922,0.8886039158649663,0.05618594575347103,0.8764175523547092,0.06382806159502181,0.8919731181330154,0.057615166996814175,0.6187501655278183,0.1152370287237603,0.5,0.0,0.6531499849914479,0.147535556436095,117.21,34.83012019398257,392.4,119.72898689553129,0.2307250685349474,0.012616298646036788
4,16,0.05,2.0,0.0,100,2.12,1.0471703092456626,4.0,0.0,0.53,0.26179257731141564,0.7964977260372658,0.12062909636863768,0.5,0.0,0.8655344097907042,0.14176214469412907,0.7962092298237785,0.12078815950194338,0.5,0.0,0.8651578328748691,0.14193511502182096,72.5,44.04600441641109,335.28,236.52202494234714,0.19722208011862935,0.046933238702992645
4,16,0.05,2.0,0.5,100,2.32,0.8975837374064695,4.0,0.0,0.58,0.22439593435161737,0.8349217292151764,0.11257679028882868,0.6556637893416353,0.15336329460757306,0.8725576136759632,0.12473914461354892,0.7919848856257882,0.12184511233725807,0.5,0.0,0.8587385645310385,0.14192230257794564,79.9,42.073648750636295,370.48,231.14106410404773,0.1958084080462967,0.04756551120550086
4,16,0.05,2.0,1.0,100,2.54,0.8810003496943779,4.0,0.0,0.635,0.22025008742359448,0.8410874804710373,0.09858578897262366,0.739110158705604,0.10957259082873963,0.8654723529619828,0.11099767425185318,0.7460995107982231,0.13780865771186362,0.5,0.0,0.8062560049682197,0.1671968488764547,92.11,43.64778564737496,369.92,188.16002645502462,0.20785054792333663,0.03425775281966576
4,16,0.05,2.0,2.0,100,3.08,0.8490041700769677,4.0,0.0,0.77,0.21225104251924193,0.9258848485916077,0.04563007510737333,0.8904947405118041,0.06665436651902484,0.9337016347159046,0.044657476377468704,0.7358614484676396,0.11419167430312681,0.5,0.0,0.7923168728288542,0.13423961243482677,115.56,43.007004362573596,473.02,190.96681080303674,0.20336804668563677,0.03633542425883423
4,16,0.1,0.0,0.0,100,3.4,0.6816498108607268,4.0,0.0,0.85,0.1704124527151817,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,86.58,27.091755799933534,275.82,88.58214016129637,0.2394298578821477,0.00855134538867552
4,16,0.1,0.0,0.5,100,3.41,0.7260659179246174,4.0,0.0,0.8525,0.18151647948115435,0.6306348915293595,0.10920398223065023,0.6269149195974678,0.12455634785038228,0.6318380073926795,0.10703497206326812,0.5,0.0,0.5,0.0,0.5,0.0,92.36,27.935900655868345,295.06,88.10070225244368,0.23826395943191903,0.00918766123177665
4,16,0.1,0.0,1.0,100,3.54,0.626357112455213,4.0,0.0,0.885,0.15658927811380324,0.7512975107912717,0.09455156488520099,0.7511430399648563,0.09931945485202069,0.7513450356471373,0.09526326159005696,0.5,0.0,0.5,0.0,0.5,0.0,109.88,26.43928818247495,352.06,81.5463950487975,0.23759934033261826,0.008760316194341583
4,16,0.1,0.0,2.0,100,3.94,0.23868325657594203,4.0,0.0,0.985,0.05967081414398551,0.8690943380593648,0.053498714773351594,0.867390092514102,0.0562186108930336,0.8695813323222568,0.0541185934901439,0.5,0.0,0.5,0.0,0.5,0.0,151.91,29.960949331562993,486.04,94.53553871855854,0.23825261861686362,0.009416388514810794
4,16,0.1,0.5,0.0,100,3.25,0.7961396760860395,4.0,0.0,0.8125,0.19903491902150988,0.5899964671484916,0.12399340753071983,0.5,0.0,0.6166982576720123,0.16082704649976207,0.5899964671484916,0.12399340753071983,0.5,0.0,0.6166982576720123,0.16082704649976207,90.21,32.21778635436888,293.42,108.51180450610761,0.2361981353429241,0.011014854056390164
4,16,0.1,0.5,0.5,100,3.28,0.8770934552788142,4.0,0.0,0.82,0.21927336381970355,0.6510078440032575,0.1351658472366311,0.6120800647880158,0.13247515652906933,0.6620691168180716,0.14592505114967655,0.6041252577577874,0.12621280682520072,0.5,0.0,0.6347849955849536,0.1621188432977067,96.86,36.10702945075343,315.28,115.8935492056169,0.23498063897910831,0.012176049760375965
4,16,0.1,0.5,1.0,100,3.52,0.6273239621880817,4.0,0.0,0.88,0.15683099054702043,0.7696445781455875,0.08469376809235625,0.7553886197659263,0.09280214754868626,0.7737215904511853,0.08663593937603764,0.6003426609796849,0.1127614917386332,0.5,0.0,0.6293533942616429,0.1442265471693582,115.75,34.3527085665539,381.64,112.39086917871698,0.23300443482176206,0.013175667351495833
4,16,0.1,0.5,2.0,100,3.83,0.37752516806863684,4.0,0.0,0.9575,0.09438129201715921,0.8713133714474226,0.05631334800013791,0.8676544224399444,0.05838835251074621,0.8723300998202823,0.05751974595610385,0.5594757730956633,0.09539887498924851,0.5,0.0,0.5771503479148693,0.12351494198599419,156.7,33.08193073891156,508.1,103.42513029122843,0.23565602121870735,0.009831051825971368
4,16,0.1,1.0,0.0,100,3.0,0.9101004495564368,4.0,0.0,0.75,0.2275251123891092,0.6773689808241117,0.13543901080774637,0.5,0.0,0.7246473127022973,0.16877179165860298,0.6773689808241117,0.13543901080774637,0.5,0.0,0.7246473127022973,0.16877179165860298,98.13,43.15105134667326,352.9,170.97495238611515,0.22302177159058786,0.026393464635454375
4,16,0.1,1.0,0.5,100,3.09,0.8656754238130706,4.0,0.0,0.7725,0.21641885595326765,0.7378217815085155,0.12000215443372879,0.6382789417833794,0.1319340910239588,0.7637435638838386,0.13200864900915368,0.6928045237040628,0.1140370750729959,0.5,0.0,0.744152856029284,0.14062709051025435,111.81,41.24249426663393,405.1,155.96098320678888,0.2189148320126242,0.023235957962204845
4,16,0.1,1.0,1.0,100,3.24,0.7537113559452372,4.0,0.0,0.81,0.1884278389863093,0.7914281730139375,0.09346509932928852,0.7465583820928717,0.10495320074020704,0.8029275216256186,0.10047518093683898,0.6586684975138719,0.11714024739087985,0.5,0.0,0.7020530560736846,0.1470291986447073,109.88,41.24214770686352,388.76,160.91600921040148,0.22451313349154603,0.022859962209974147
4,16,0.1,1.0,2.0,100,3.72,0.5140451577852126,4.0,0.0,0.93,0.12851128944630316,0.8930271204827355,0.046021724487525714,0.8835269473936368,0.0551048363699855,0.8955453755019844,0.04634889630215538,0.6360969568735376,0.09077994643419307,0.5,0.0,0.6745217676150284,0.11387533945602583,158.33,39.05087461351932,538.92,132.34830691563207,0.2275130474176502,0.01538943265705629
4,16,0.1,2.0,0.0,100,2.54,1.0192094381371666,4.0,0.0,0.635,0.25480235953429164,0.7903435395613165,0.1339235425249296,0.5,0.0,0.8483712363525071,0.15284643628558922,0.7902600636232556,0.13383351553927353,0.5,0.0,0.848279394229117,0.15276852712616332,91.07,46.82532660987227,466.22,260.8658302923965,0.18116337507712968,0.05345266230528898
4,16,0.1,2.0,0.5,100,2.69,0.884147709218981,4.0,0.0,0.6725,0.22103692730474525,0.8568450481545987,0.09237277926918422,0.6570633606137029,0.13921531014182603,0.891289659994897,0.09855809435882949,0.8191342732949934,0.10780044842496748,0.5,0.0,0.8786028468551274,0.1162299948986058,98.52,44.4241448591264,545.08,250.68510892828047,0.1682506100091916,0.05523445091254929
4,16,0.1,2.0,1.0,100,2.84,0.8494799359703333,4.0,0.0,0.71,0.21236998399258333,0.8628469751484559,0.07146174685265774,0.7438611215811047,0.10316638120822365,0.8883929217602453,0.0723765020002308,0.7762854221644139,0.09831928732890122,0.5,0.0,0.8379859327491007,0.11162343547425368,113.29,40.38659018370661,511.88,217.4739868340463,0.19130994612727495,0.03949784192780322
4,16,0.1,2.0,2.0,100,3.29,0.8077278269468264,4.0,0.0,0.8225,0.2019319567367066,0.9034326461067939,0.04860276737425244,0.8593989541132397,0.060340949596852364,0.9132485403057315,0.0497430921459834,0.7386031379958226,0.10286834584486067,0.5,0.0,0.7942202881997504,0.11953613787410672,135.16,44.241011185404325,558.04,189.07408200186637,0.19933315662408094,0.03513824279798774
4,16,0.15,0.0,0.0,100,3.64,0.5777000724747866,4.0,0.0,0.91,0.14442501811869665,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,117.34,29.44476767499353,375.18,92.09090590006676,0.2380277680471847,0.009577569922765669
4,16,0.15,0.0,0.5,100,3.77,0.48938221207451904,4.0,0.0,0.9425,0.12234555301862976,0.6245296390067806,0.08812346044309688,0.6269448108875644,0.09515619079978072,0.6238376775340485,0.08830626703263089,0.5,0.0,0.5,0.0,0.5,0.0,130.17,27.954528373157302,416.2,86.71071141875998,0.23811403594493455,0.00806993790682418
4,16,0.15,0.0,1.0,100,3.83,0.4033946860424325,4.0,0.0,0.9575,0.10084867151060813,0.7490271970613063,0.08170836320462486,0.7468549034150549,0.08598231836345302,0.7496235543068919,0.08207423019208254,0.5,0.0,0.5,0.0,0.5,0.0,144.51,31.264106311141276,463.6,94.67861640328509,0.23734457413884807,0.009546337102513711
4,16,0.15,0.0,2.0,100,3.95,0.21904291355759034,4.0,0.0,0.9875,0.054760728389397585,0.8703026997671889,0.05324376148538732,0.8694592331029029,0.05734007819412767,0.8705622771389361,0.053447048831674365,0.5,0.0,0.5,0.0,0.5,0.0,183.71,27.381072501148147,589.82,83.22543074825342,0.23744586570770865,0.010222184267974584
4,16,0.15,0.5,0.0,100,3.6,0.5504818825631803,4.0,0.0,0.9,0.13762047064079508,0.5981443630684327,0.09618344898935248,0.5,0.0,0.6274704016910179,0.12443407186308418,0.5981443630684327,0.09618344898935248,0.5,0.0,0.6274704016910179,0.12443407186308418,125.3,36.42246504008151,411.16,120.72213023001511,0.2338699568479215,0.009861607702177854
4,16,0.15,0.5,0.5,100,3.62,0.5822283907453321,4.0,0.0,0.905,0.14555709768633301,0.6704647344075997,0.09032666290553115,0.6295315241092088,0.0997405321130539,0.6819935471222905,0.09901280912335254,0.6026279162673489,0.10465363284583337,0.5,0.0,0.6320596954010702,0.1335263672965879,133.3,32.6244315713475,445.34,110.62469266064709,0.2309448983070609,0.014247028626597328
4,16,0.15,0.5,1.0,100,3.74,0.5049252369900864,4.0,0.0,0.935,0.1262313092475216,0.7595605506361336,0.08092273205869649,0.7440580178395007,0.09507624714037481,0.7639745399102799,0.07958555374339288,0.597027093836362,0.08948775833392199,0.5,0.0,0.6255059193431185,0.11455815121353548,145.07,38.0611562641181,475.22,124.13706826396262,0.23403743297395188,0.012542681463904722
4,16,0.15,0.5,2.0,100,3.94,0.23868325657594203,4.0,0.0,0.985,0.05967081414398551,0.8652412206550026,0.04605496954326692,0.8595474910098393,0.04716474986301932,0.8669225654917884,0.04771150081768859,0.5619654503245153,0.08925697398131839,0.5,0.0,0.5798415087668466,0.11422639122116202,187.47,25.497654873348726,617.1,85.11258141515574,0.2333805253429077,0.013838929375740938
4,16,0.15,1.0,0.0,100,3.38,0.735533888417183,4.0,0.0,0.845,0.18388347210429576,0.6769206287659799,0.11336586783681177,0.5,0.0,0.723346428972969,0.14020187580879329,0.6769206287659799,0.11336586783681177,0.5,0.0,0.723346428972969,0.14020187580879329,130.3,40.617332221204244,475.1,161.67091528312955,0.21834374012074925,0.02485277719844684
4,16,0.15,1.0,0.5,100,3.28,0.7923880286064321,4.0,0.0,0.82,0.19809700715160802,0.7397787382993366,0.10377752694230671,0.6339786157161121,0.11552279990577188,0.7662780928019438,0.11175526034301755,0.693627068427635,0.11658287158853121,0.5,0.0,0.7429715665058514,0.14097386142416826,128.55,44.162321112692965,481.1,175.47427795042276,0.21495587684541367,0.03101044284851511
4,16,0.15,1.0,1.0,100,3.61,0.5842201051942079,4.0,0.0,0.9025,0.14605502629855197,0.7981203158456224,0.08215996815728119,0.747013821480161,0.09053654117318088,0.8113522586559578,0.08489357318829929,0.6701678587034107,0.09352065469629486,0.5,0.0,0.7152713661897636,0.11349916134614464,150.24,41.0346293766717,543.62,159.01253238202784,0.21905493239270565,0.024726577223797532
4,16,0.15,1.0,2.0,100,3.84,0.3684529491774707,4.0,0.0,0.96,0.09211323729436767,0.8837918711779663,0.049017683627920895,0.8722748063783898,0.05493037772767438,0.8868723169055818,0.04939863534923083,0.6385877420500459,0.08517471126291527,0.5,0.0,0.6769397666651507,0.1063972696251039,171.77,34.967764375987,594.78,119.06195484246464,0.22456238790563135,0.017602103269191514
4,16,0.15,2.0,0.0,100,2.92,0.8953301969754853,4.0,0.0,0.73,0.22383254924387133,0.7972572862327956,0.1027142105472874,0.5,0.0,0.8539526178617791,0.10781252887023351,0.7972572862327956,0.1027142105472874,0.5,0.0,0.8539526178617791,0.10781252887023351,114.47,43.20527815679539,591.28,226.0511285688986,0.17197143264317902,0.052364861012470766
4,16,0.15,2.0,0.5,100,3.01,0.846800275785682,4.0,0.0,0.7525,0.2117000689464205,0.8254784186783091,0.10528792963683195,0.6251938990217698,0.12334553921626855,0.8629036361338557,0.10864966806614904,0.7957922028168081,0.11449729871297906,0.5,0.0,0.8523297770244447,0.12229585569909042,116.08,45.07607038343207,590.22,222.92072151508947,0.17489905365026306,0.05328871958080608
4,16,0.15,2.0,1.0,100,3.12,0.7949334512518592,4.0,0.0,0.78,0.1987333628129648,0.8592656666241482,0.0801452804968129,0.7398271657109865,0.09913743859876935,0.8824306296439939,0.08300161621049566,0.7786407069440946,0.10708866266914017,0.5,0.0,0.8365228604795719,0.11910775411836075,131.87,44.89936108969287,610.24,195.82475777484257,0.18331564199245381,0.04483010283115727
4,16,0.15,2.0,2.0,100,3.66,0.5359782899266791,4.0,0.0,0.915,0.13399457248166977,0.9018772947250759,0.04101740912942518,0.8659608921187999,0.05647269783360344,0.910065248675583,0.04101734037248346,0.7132546042547119,0.08901470277561116,0.5,0.0,0.7654177420557056,0.10394543666422934,172.04,40.73191982867114,670.62,147.1500834886174,0.20585759111586652,0.0294489662687312
4,16,0.2,0.0,0.0,100,3.94,0.23868325657594203,4.0,0.0,0.985,0.05967081414398551,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,155.81,26.2815736041644,499.74,84.1545739887757,0.23775260650913282,0.007034224607194064
4,16,0.2,0.0,0.5,100,3.88,0.3265986323710905,4.0,0.0,0.97,0.08164965809277262,0.6405405584436414,0.09708630240283682,0.6377562947797698,0.09908020782992953,0.6413416148976264,0.09778994908275442,0.5,0.0,0.5,0.0,0.5,0.0,158.5,29.020891116782085,505.38,88.21310056398148,0.23858696754001973,0.008529663866284867
4,16,0.2,0.0,1.0,100,3.94,0.23868325657594203,4.0,0.0,0.985,0.05967081414398551,0.7411882154494847,0.07084630058920799,0.740761396114346,0.07193137531692607,0.7412856935900994,0.0720037692179752,0.5,0.0,0.5,0.0,0.5,0.0,177.97,27.758866087516008,570.14,84.74382311151389,0.23783952322556573,0.010031589090232926
4,16,0.2,0.0,2.0,100,3.99,0.09999999999999999,4.0,0.0,0.9975,0.024999999999999998,0.8744284045892792,0.04506088429919727,0.8729369037118936,0.04638134175996487,0.8748388787500159,0.04614453924280139,0.5,0.0,0.5,0.0,0.5,0.0,199.54,24.98258787575252,639.4,76.83933125869088,0.23788554558059258,0.009280451240196153
4,16,0.2,0.5,0.0,100,3.72,0.5140451577852126,4.0,0.0,0.93,0.12851128944630316,0.5989996154409556,0.0922683929740219,0.5,0.0,0.6278226345806567,0.11781376858588222,0.5989996154409556,0.0922683929740219,0.5,0.0,0.6278226345806567,0.11781376858588222,152.19,35.69984155243111,503.84,116.58600848188162,0.2321856537762804,0.01268188714518498
4,16,0.2,0.5,0.5,100,3.86,0.3487350880197771,4.0,0.0,0.965,0.08718377200494427,0.6704802493782952,0.08660570613736726,0.639413571753406,0.0934909406411993,0.6792986011168485,0.09310368705690668,0.5985702781060845,0.0924152593298129,0.5,0.0,0.6272560854328515,0.11833492097030668,161.02,32.26562106996087,534.84,107.71799320729133,0.23178835610196352,0.012366198964848321
4,16,0.2,0.5,1.0,100,3.9,0.30151134457776363,4.0,0.0,0.975,0.07537783614444091,0.7619284028050314,0.07028704324876783,0.7529242214663663,0.07736960750826108,0.7643952507152272,0.07147828898978535,0.5848900963682817,0.08675517018442687,0.5,0.0,0.609884129027155,0.11191593393194392,171.84,33.59134087556169,562.4,108.577580140151,0.23426033512251213,0.011071205506039657
4,16,0.2,0.5,2.0,100,3.98,0.14070529413628968,4.0,0.0,0.995,0.03517632353407242,0.8754574595678054,0.04445713366060957,0.874134153177294,0.04794332975135218,0.8757887328367187,0.04546100577462764,0.574396554956942,0.07790813481117513,0.5,0.0,0.5962947469158325,0.10010653174943228,197.69,25.91777791634947,644.88,76.780321552972,0.2345126217424703,0.01185464393426082
4,16,0.2,1.0,0.0,100,3.51,0.6589707309451794,4.0,0.0,0.8775,0.16474268273629486,0.6831938658256795,0.1113940733771003,0.5,0.0,0.7294246318622086,0.13595156604851785,0.6831938658256795,0.1113940733771003,0.5,0.0,0.7294246318622086,0.13595156604851785,143.68,44.897386934379085,539.52,171.0313622371256,0.21285417352925567,0.02670526893064018
4,16,0.2,1.0,0.5,100,3.57,0.6236905474591538,4.0,0.0,0.8925,0.15592263686478844,0.7354147103398954,0.08608575969788167,0.6382656135216949,0.09145161831527612,0.7602187349705336,0.09682655604408302,0.6836228939118041,0.09775305632972478,0.5,0.0,0.7313373195632491,0.11743580418267521,154.55,42.63099242513027,567.2,153.90512622647717,0.21583394507436438,0.02661969388840705
4,16,0.2,1.0,1.0,100,3.73,0.4461960433384737,4.0,0.0,0.9325,0.11154901083461842,0.7904037946601443,0.06740778785784747,0.7521286589559095,0.07741132893532959,0.7998180586770267,0.07079019109218705,0.6486446127541531,0.10592922363547494,0.5,0.0,0.6876479569622511,0.1303205898700475,164.91,38.606822812512924,588.04,138.01448613764566,0.2203085556836033,0.023205012553963934
4,16,0.2,1.0,2.0,100,3.94,0.23868325657594205,4.0,0.0,0.985,0.059670814143985514,0.8793625942719516,0.044331366069667165,0.8670785832331862,0.05109733226070103,0.8826125562578278,0.04437929201776458,0.6262835274370345,0.08603981023305278,0.5,0.0,0.6608303059693825,0.10715976346140152,193.98,28.41004943837495,675.44,92.68479438997052,0.22355324900045687,0.018746056994272273
4,16,0.2,2.0,0.0,100,2.96,0.8277998098891574,4.0,0.0,0.74,0.20694995247228934,0.8092279806883409,0.08654887423381923,0.5,0.0,0.8695208507949893,0.09137061502132367,0.8092279806883409,0.08654887423381923,0.5,0.0,0.8695208507949893,0.09137061502132367,125.68,45.793316966429494,642.32,226.95947575803845,0.1708154542765946,0.0433974998563682
4,16,0.2,2.0,0.5,100,3.06,0.7761599335344761,4.0,0.0,0.765,0.19403998338361902,0.8327787993332261,0.08351535583719985,0.6350856814484195,0.10494254075005605,0.8694605520664076,0.08578045211787266,0.8004783214638503,0.09694935804363686,0.5,0.0,0.8569737060812872,0.1007279857834451,121.16,39.857757188291565,634.26,209.37263769208576,0.16912758424758198,0.048490082523821344
4,16,0.2,2.0,1.0,100,3.32,0.7369058983549414,4.0,0.0,0.83,0.18422647458873534,0.8710261928601376,0.06711021415774548,0.7617932940278991,0.08555636375075268,0.8917570431458017,0.06928964681331326,0.7850999656018675,0.10018546416905172,0.5,0.0,0.8408326467202804,0.10838992754908308,139.62,45.06488700090171,679.5,185.2536072250659,0.1745959576877021,0.04354210081018285
4,16,0.2,2.0,2.0,100,3.68,0.48989794855663554,4.0,0.0,0.92,0.12247448713915889,0.9004484927825842,0.04351984085667819,0.8665866447327865,0.05306777901714583,0.9079596358112672,0.04408236835003139,0.7207131921367325,0.09323172842920614,0.5,0.0,0.772705318808368,0.10788650475738014,171.15,36.68880185858052,691.68,144.95383312411488,0.2008523468652305,0.031268629020857086
8,8,0.05,0.0,0.0,100,2.71,1.465392008089896,8.0,0.0,0.33875,0.183174001011237,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,21.52,11.517645662901842,172.2,90.17625838189105,0.11065645447491858,0.0062318851084384305
8,8,0.05,0.0,0.5,100,3.12,1.2735062551154517,8.0,0.0,0.39,0.15918828188943146,0.617801616030227,0.16611353313292318,0.622205682363747,0.17936363505093558,0.6171613541050813,0.1674831240886838,0.5,0.0,0.5,0.0,0.5,0.0,24.99,10.600643205185069,200.34,84.8771209252862,0.11105869820551399,0.006230022969240583
8,8,0.05,0.0,1.0,100,3.68,1.4831034891726065,8.0,0.0,0.46,0.1853879361465758,0.768653770983642,0.12847770650835366,0.7694201115385413,0.14653202068151652,0.7686261812770022,0.12895325017776346,0.5,0.0,0.5,0.0,0.5,0.0,30.36,12.792453583533876,240.9,99.57541175542598,0.11159694165718177,0.005862578405890664
8,8,0.05,0.0,2.0,100,5.33,1.2717203809299933,8.0,0.0,0.66625,0.15896504761624916,0.8770023417591026,0.06676018492056021,0.8781805465607572,0.07849940191129277,0.8768489058304985,0.06673869516453547,0.5,0.0,0.5,0.0,0.5,0.0,50.65,13.335132454376204,408.68,104.98724116806198,0.11027218604406737,0.007246193388198475
8,8,0.05,0.5,0.0,100,2.71,1.3947593109040481,8.0,0.0,0.33875,0.17434491386300602,0.6401152671851227,0.17336645294021602,0.5,0.0,0.6567454504751885,0.19423772093012492,0.6401152671851227,0.17336645294021602,0.5,0.0,0.6567454504751885,0.19423772093012492,22.5,12.090149592611217,184.26,99.60595292745238,0.10923252713473929,0.007490101764060516
8,8,0.05,0.5,0.5,100,3.05,1.3734495390671024,8.0,0.0,0.38125,0.1716811923833878,0.6635126636762803,0.1328036739428132,0.6153234770270188,0.17063732838058757,0.6690549541678855,0.134981388095377,0.6106026988324555,0.13626776113551212,0.5,0.0,0.6238358844462298,0.1522883276283923,25.01,11.52554913348092,203.18,92.93773086417495,0.10982958228675672,0.007808659180055473
8,8,0.05,0.5,1.0,100,3.68,1.369804232860899,8.0,0.0,0.46,0.17122552910761238,0.7539399436122843,0.13299837970821235,0.73252876349288,0.17176045919165098,0.7565154966785422,0.13128538803698153,0.5957429291432588,0.1334405217406275,0.5,0.0,0.6073069735587948,0.14958497537002852,31.42,12.995088427260633,254.34,106.26821602611827,0.11032768434982161,0.006475426117746166
8,8,0.05,0.5,2.0,100,5.25,1.3512059708858513,8.0,0.0,0.65625,0.1689007463607314,0.8872197824825798,0.05659381297635872,0.8866377757787275,0.06853273850494689,0.8872531332520629,0.05735134861934981,0.5912112280461852,0.1039502090747344,0.5,0.0,0.6024002581757252,0.11652867530770038,49.77,15.265895838684862,401.18,118.74056092204049,0.11026315990341656,0.006009877503644494
8,8,0.05,1.0,0.0,100,2.91,1.3416031417296956,8.0,0.0,0.36375,0.16770039271621195,0.705715872693938,0.17445171135889145,0.5,0.0,0.7292929443734488,0.19442428962180128,0.705715872693938,0.17445171135889145,0.5,0.0,0.7292929443734488,0.19442428962180128,26.44,13.486484068327536,226.42,120.58989521631915,0.10632525907955691,0.008771123891582588
8,8,0.05,1.0,0.5,100,3.28,1.5047399855930008,8.0,0.0,0.41,0.1880924981991251,0.7547530410705227,0.14757913791664842,0.6335639503883594,0.19482013842963392,0.7688364849039188,0.15017421878492643,0.7149536222010299,0.14548642816665927,0.5,0.0,0.7398602073930833,0.16123864291132486,30.61,14.994204267521555,261.44,132.96861633217415,0.10609634780442373,0.008938967970460465
8,8,0.05,1.0,1.0,100,4.04,1.4628048331195724,8.0,0.0,0.505,0.18285060413994655,0.8209398286077237,0.09701764261680154,0.7682987949562912,0.13869795770833654,0.8266976900686189,0.097301047564295,0.6965401908582542,0.13563340249810654,0.5,0.0,0.7185692558844251,0.14997749559891943,38.33,14.73815566219981,330.12,127.79807937097134,0.1049224432469165,0.011130848219187247
8,8,0.05,1.0,2.0,100,5.19,1.5155423738281575,8.0,0.0,0.64875,0.18944279672851969,0.8990477083987201,0.05723570874243889,0.8800404622535448,0.07946855742464988,0.9010792150159095,0.05722417195439432,0.6591295641647181,0.1214554183200053,0.5,0.0,0.6769298647590466,0.13404263227032825,52.56,16.730375206356086,449.86,139.5019293157922,0.10514158694417124,0.011401429570508855
8,8,0.05,2.0,0.0,100,3.48,1.5339919534115272,8.0,0.0,0.435,0.1917489941764409,0.8362094249174017,0.11320761100964978,0.5,0.0,0.864951709580497,0.11906767659650215,0.8359777765101848,0.11280067649155286,0.5,0.0,0.8646920035276571,0.11854941029576177,37.41,18.380432612708088,437.98,205.8481336845543,0.08357836703871782,0.02364969466700127
8,8,0.05,2.0,0.5,100,3.49,1.2672646116575639,8.0,0.0,0.43625,0.15840807645719548,0.8743055187690159,0.08130751391385486,0.6517665336897869,0.15810368776305778,0.8929276953714321,0.07992010018295373,0.8495895152751254,0.08209946327060597,0.5,0.0,0.8797498996758277,0.08376189149741703,37.43,16.029804941565775,443.82,187.59726796916564,0.0824697217330505,0.023740856843124516
8,8,0.05,2.0,1.0,100,3.94,1.4271536976680812,8.0,0.0,0.4925,0.17839421220851015,0.8848528973851338,0.06539220500758243,0.7515428919739064,0.107215620879081,0.8963934465833537,0.06539970426405017,0.8314233693400181,0.08566876354558906,0.5,0.0,0.8617215553734272,0.08868645361696903,41.77,15.24271973928882,460.88,178.5420913505787,0.08689619161090054,0.020928691609623778
8,8,0.05,2.0,2.0,100,5.05,1.4381174563233068,8.0,0.0,0.63125,0.17976468204041335,0.915208278505074,0.0441709706784405,0.8639855598380655,0.08162418988406149,0.9199890568927523,0.04347191601704471,0.771083325487891,0.08447699556330925,0.5,0.0,0.7979610081161131,0.0900084061651455,56.29,16.980853745892574,554.04,161.05635628248237,0.09306284786339218,0.014463422537889715
8,8,0.1,0.0,0.0,100,4.69,1.4262687068860567,8.0,0.0,0.58625,0.17828358836075708,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,41.82,13.174339919830228,335.92,102.37381293943083,0.11058584116668344,0.0062940124973235815
8,8,0.1,0.0,0.5,100,4.8,1.310408988511494,8.0,0.0,0.6,0.16380112356393675,0.6259528102593284,0.10950478104201611,0.6222480053704356,0.13329684901254155,0.6263731416928536,0.10865965869739856,0.5,0.0,0.5,0.0,0.5,0.0,42.67,12.304269604696188,343.92,97.45443690631676,0.11056642301881203,0.008193607062345004
8,8,0.1,0.0,1.0,100,5.57,1.3046536751648738,8.0,0.0,0.69625,0.16308170939560923,0.7527171010276287,0.08727543013771208,0.7525896652826735,0.09710339496009752,0.7527009163987354,0.0875878594880304,0.5,0.0,0.5,0.0,0.5,0.0,52.88,14.28517632464726,418.56,107.58696928344045,0.11192515346415075,0.0062425945630869275
