predictor_set,roc_auc_mean,roc_auc_std,roc_auc_median,roc_auc_p025,roc_auc_p975,roc_auc_n_valid,pr_auc_mean,pr_auc_std,pr_auc_median,pr_auc_p025,pr_auc_p975,pr_auc_n_valid,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_median,balanced_accuracy_p025,balanced_accuracy_p975,balanced_accuracy_n_valid,f1_mean,f1_std,f1_median,f1_p025,f1_p975,f1_n_valid,mcc_mean,mcc_std,mcc_median,mcc_p025,mcc_p975,mcc_n_valid
prevalence_only,0.9579776536312851,0.003287029500751033,0.9580074487895718,0.9505400372439479,0.9639501862197393,100.0,0.8404239151089334,0.005942067640046877,0.8405112426302626,0.8289816503690193,0.8511999904617239,100.0,0.8333333333333331,1.1158161231197418e-16,0.8333333333333333,0.8333333333333333,0.8333333333333333,100.0,0.7999999999999998,2.2316322462394835e-16,0.8,0.8,0.8,100.0,0.7946026038592906,0.0,0.7946026038592906,0.7946026038592906,0.7946026038592906,100.0
